"metreCarre","nombreDeChambres","possedeCour","possedePiscine","richesseQuartier","nombrePrecedentProprio","annee","estNouveau","possedeProtectionTempête","sousSol","grenier","garage","possedeStockage","prix"
26120,33,1,0,9,5,415,0,0,1446,6397,587,0,3202868.5
7207,93,0,0,10,10,418,1,1,1404,9064,923,0,2478872.8
-5700,10,0,1,7,4,425,1,1,2978,7536,441,0,1349726.5
88507,98,0,0,5,8,430,1,1,320,5182,777,1,6766834
84721,86,0,0,2,1,402,1,0,1965,1912,698,0,7900369.2
56461,22,0,1,1,10,418,1,0,7908,552,817,1,4809993.8
58735,18,1,0,2,3,421,1,1,297,5174,973,1,4860230.1
117402,32,0,0,4,10,414,0,1,994,131,565,1,9870164.4
105833,2,1,1,6,1,429,1,0,5554,9627,646,0,9743997.9
66026,38,1,1,7,9,413,1,1,3088,1388,846,0,4401306.3
35487,100,0,1,1,7,404,1,0,7356,2228,264,1,3465076.4
23521,4,0,1,4,6,427,1,0,8564,1035,324,0,1762749.7
116617,19,0,1,4,3,430,1,0,8672,5443,740,0,9697543
22119,72,0,0,5,8,412,0,0,6996,1230,155,0,541400.2
-5309,67,1,0,9,9,430,0,1,5735,2325,446,0,1996710
70853,25,0,0,4,10,407,0,0,6454,8994,285,1,6668307.7
83929,83,0,0,1,4,412,0,0,1167,1698,192,0,6972996.2
13336,44,1,0,8,4,425,0,1,2001,9067,854,0,3755563.5
94017,20,0,1,7,7,426,0,0,7862,6557,606,1,7770073.6
95217,43,0,0,10,5,401,0,1,5121,5200,568,1,NA
23182,57,1,1,3,3,400,0,0,4408,3138,826,0,905148
67245,83,0,0,2,1,427,0,1,3623,1665,267,0,5529453.7
17467,48,0,0,1,5,403,1,0,9420,7264,343,0,506461.3
21554,97,1,0,8,2,410,1,0,4086,5104,261,0,4533893
17905,37,1,1,9,9,414,0,0,4770,7965,593,0,3584645.4
67016,47,0,0,9,4,400,1,1,9080,8474,883,1,9411507
10194,6,1,1,6,8,431,0,1,4701,3855,384,0,2571876.1
37835,47,0,0,7,6,419,1,1,8846,768,148,0,6266262.9
7787,26,1,1,3,7,417,0,0,5557,5120,221,0,626148.7
-13629,2,0,0,7,3,415,0,0,8342,4705,742,0,521650.5
77577,95,1,1,5,6,413,0,1,6810,1391,556,1,9873512.3
90455,66,0,0,7,3,411,0,0,2366,8134,950,1,8872635.1
110274,65,0,0,7,7,412,1,0,9240,6787,549,1,9148710.2
32116,22,1,1,7,10,424,0,1,2782,9257,348,0,5729138.4
6923,15,1,0,2,5,408,0,1,6938,2468,776,1,3213146.8
41436,43,1,0,4,7,406,1,1,1012,6477,349,1,2575019.6
46515,64,1,0,3,4,402,0,0,6449,5033,478,0,6760858.2
78764,100,1,1,4,6,418,1,0,4451,4499,217,1,7292041.8
42819,80,1,1,9,1,426,1,0,3029,3408,157,0,1813007.6
21688,71,0,1,7,5,428,1,0,7658,4339,113,0,133536.8
74075,50,1,0,1,3,407,0,0,6428,3543,795,0,9031500.7
-7207,58,0,1,5,10,425,1,0,5452,7379,823,0,1486480.5
58240,83,1,1,1,2,404,0,0,7079,3645,702,1,8406700.4
105636,59,0,0,6,10,417,0,1,271,6059,556,1,8492982.7
48625,42,0,1,5,5,401,0,0,6839,4868,809,1,3491110.1
9788,3,0,1,7,1,418,1,1,4215,2060,269,1,1413507.8
40740,55,0,1,3,4,410,1,0,1066,8312,507,0,5967491
125508,84,0,0,6,2,431,1,0,5453,7732,905,0,9666332.1
19092,23,0,0,8,9,400,0,0,3916,9015,562,1,4836393
30465,11,0,1,4,6,421,1,0,9942,9669,625,1,3303709.1
54246,43,0,1,5,10,400,0,1,3687,3622,929,1,7334601
40542,14,0,1,6,5,423,0,1,8009,9856,255,0,7048784.3
111777,99,0,1,8,1,403,1,0,7265,9231,115,0,9916962.3
65710,84,0,1,1,3,426,0,0,2596,6172,584,1,8927554.6
-5898,2,0,0,2,2,407,1,0,5250,3664,262,1,193030.7
91531,84,0,0,5,6,404,1,0,7624,8946,945,0,7922328.4
80128,81,0,1,7,7,401,1,0,5825,1874,434,1,6622247.1
61130,18,0,0,8,3,413,1,0,1702,6160,943,1,8858484.3
23105,22,1,1,6,9,408,1,1,4080,4656,679,0,4181244.8
10375,86,0,1,4,1,430,0,1,6341,5107,118,0,704035
79950,18,1,1,3,4,410,1,1,848,4557,939,0,9464117
39799,8,0,1,9,10,422,0,1,428,2077,909,1,6268809.2
1700,89,0,0,5,5,423,1,0,4676,130,157,1,2581922.3
54181,71,0,1,8,7,421,1,1,55,7414,245,1,4883814.1
48125,24,1,0,5,4,402,1,1,3264,4594,601,0,4723888.2
26093,45,0,1,7,4,401,1,1,7167,7119,807,0,1505852.1
55068,7,1,1,2,5,400,0,1,8840,4147,798,1,4728886
93877,74,1,0,10,3,414,0,0,4550,8492,106,1,9765060.4
109496,78,0,1,7,8,400,1,1,9247,121,735,1,8925638
85350,3,0,0,9,7,406,1,0,5149,176,284,0,8645299.6
65428,10,1,1,2,1,417,1,1,9636,2310,725,1,5526826.7
55694,25,1,0,6,7,428,0,1,204,2624,639,0,8552671.8
-11982,20,1,0,2,5,419,1,0,8147,3620,841,0,919003.9
80426,95,1,1,6,10,417,1,1,8658,3078,787,1,8158900.7
94597,95,1,1,7,5,416,1,0,9436,3665,753,0,8817404.6
52090,72,0,0,6,8,428,1,0,7437,4833,131,0,6091341.8
92551,33,0,1,3,3,403,1,0,5314,274,806,1,8919357.3
90578,79,1,1,6,7,414,0,0,3350,4101,735,1,6099761.4
16148,69,1,1,2,6,419,0,1,6656,1594,881,1,3387381.9
79102,36,1,0,3,9,406,0,0,7826,1247,630,0,6314137.6
95820,24,1,0,4,2,426,0,0,6716,2267,291,1,9373516.6
32584,88,1,0,6,9,422,1,1,4624,4445,444,0,4631239.2
77437,69,1,1,4,6,431,1,1,9728,3783,788,0,5982091.1
118533,19,1,1,9,2,409,0,0,6110,5727,359,0,9982698.9
90560,67,0,0,3,9,426,0,1,1145,8153,619,0,6744101.6
80582,38,0,0,1,8,412,1,1,7656,1171,718,1,5975675.2
51641,64,1,1,9,9,405,1,0,7069,552,762,1,3729838.5
-2089,70,0,1,3,6,402,0,1,9117,5959,140,0,1320033.2
41095,47,1,0,3,2,413,0,1,5079,3156,128,0,6631365.3
32594,62,1,0,10,10,428,0,1,4303,7846,513,0,1673885.8
26975,20,1,1,2,9,406,0,1,3511,6059,195,0,3622538.6
51765,96,0,1,2,5,404,1,0,7667,4589,392,0,6218129.4
59203,90,1,1,8,1,428,1,1,2099,9507,778,1,4029373.8
81982,46,1,1,4,1,403,0,1,8422,7618,271,0,5802717.3
28060,51,1,0,1,5,410,1,0,779,9037,482,0,904797
-2566,77,0,0,4,1,407,1,1,1150,3100,812,1,2738851.7
9350,40,1,1,5,2,410,0,1,5660,5256,712,0,1351303
58243,79,0,1,4,6,405,0,0,3481,5081,720,0,6288969.5
-8989,59,0,0,3,7,400,1,0,4891,3118,930,1,1846201
67996,56,0,0,7,6,421,1,0,6309,2546,336,1,8828611.1
604,29,0,0,9,8,421,1,1,9676,5442,205,1,956627.1
80901,72,0,1,9,7,404,1,1,6047,2565,716,1,8144502.4
49922,26,0,0,5,10,430,1,1,7782,3894,494,1,3039602
17075,1,1,1,4,6,408,0,0,4281,4573,205,1,1085070.8
89517,92,0,1,1,10,425,1,1,7803,8712,194,1,9753797.5
17376,77,0,1,2,10,401,0,0,3921,8507,157,0,4326846.1
60223,59,0,1,9,7,404,0,0,1716,1230,404,1,3402494.4
59317,24,1,0,4,3,412,1,0,1642,2925,139,0,3917652.2
12538,21,0,0,9,9,415,0,0,8453,9574,846,0,3917826.5
67659,87,1,1,8,2,411,0,0,2340,7491,687,1,5301627.1
-7933,17,1,0,9,8,423,0,0,2601,2765,252,1,2124234.3
23261,63,1,0,4,10,428,1,0,5696,7493,894,1,667494.8
96328,82,0,1,7,4,402,1,1,4670,8439,638,1,9876937.2
35798,54,1,0,3,2,410,0,1,260,6657,945,1,1629387
61051,90,0,0,10,8,400,0,0,4330,9821,739,0,6266459
-22002,57,0,0,7,9,418,1,1,6003,8724,267,0,237020.8
27708,34,0,1,4,9,405,1,0,1676,8216,643,1,4335970.5
74645,47,1,0,2,6,412,0,1,7055,1875,168,1,6501591.2
-6766,91,1,0,3,2,428,0,1,7397,1255,301,1,1501528.8
75565,69,0,1,3,9,425,0,0,634,6304,634,1,4889109.5
47178,5,0,1,4,8,410,0,0,783,6981,391,0,5375387
23457,82,0,0,5,2,428,1,1,3184,3418,763,1,3101945.8
-8209,25,0,0,1,1,417,1,0,2560,3384,242,0,2131214.7
18303,97,1,1,9,1,404,1,0,2134,2101,174,1,3169821.4
26553,60,1,1,3,8,428,1,1,1318,6318,277,0,962999.8
112673,12,0,0,7,4,404,1,0,4603,7793,401,1,9987501.4
72487,85,1,1,8,9,410,0,1,6972,9552,350,0,4361707
67358,44,1,1,7,5,427,1,1,4482,5786,188,1,9610818.7
101202,38,1,1,6,2,402,0,1,8832,732,680,1,8395225.2
27868,79,0,1,4,4,427,1,1,4616,2765,631,0,1312665.7
77753,8,0,1,5,2,426,0,1,5612,9224,124,1,9265539.6
12118,99,1,1,3,5,421,1,0,4339,4606,419,0,2264203.1
43034,18,0,0,8,9,401,1,0,1995,7637,992,0,2589819.1
67532,48,1,0,1,1,425,1,0,8845,9457,704,0,5612610.5
52171,87,0,1,2,7,409,0,1,7831,1841,638,0,7136102.9
95267,54,1,1,7,5,415,1,0,4619,9472,949,0,7208762.5
4092,75,1,1,1,1,411,0,1,518,7075,331,0,2179801.1
50092,4,0,1,8,8,427,0,0,9874,3802,1000,0,6863504.7
99953,77,1,0,6,5,407,0,0,7728,8516,186,1,8541211.7
65233,5,1,1,2,8,431,0,0,2821,4767,164,0,7512308.1
12546,32,0,0,9,3,416,0,0,507,4209,447,0,3752888.6
-17796,52,0,1,10,2,404,1,0,7172,3199,826,1,34115.4
63810,76,0,0,7,8,411,1,0,4577,5742,665,0,6562118.1
71084,16,0,0,1,8,404,0,0,8592,2896,388,1,9994093.4
14835,49,1,1,4,4,422,0,0,5633,4895,624,0,3296112.2
13671,58,1,1,6,9,412,0,1,6445,8208,542,0,3242419.2
24746,79,0,0,4,10,401,0,1,8819,242,860,0,4136639.1
-8561,12,1,1,3,10,425,1,1,150,473,949,1,260710.5
56255,48,1,0,6,6,403,1,1,7867,1113,382,1,8314925.3
34880,41,1,0,1,5,419,1,1,3288,7908,707,1,3224795.9
-9633,78,1,1,9,8,408,1,0,8544,646,529,0,1390606.8
34128,13,0,0,9,2,402,0,1,5144,4079,703,0,6138782.2
48879,55,0,1,3,8,413,0,0,6775,4975,448,0,6742928.3
73052,60,1,0,2,6,421,1,1,8052,7882,153,1,6332923.1
100446,11,1,0,2,4,419,0,0,6420,574,909,0,9325154.9
85532,19,0,0,4,3,423,1,0,6851,8618,487,1,6893475.3
46046,13,0,1,7,7,408,1,0,2127,5573,301,0,6492448.8
94778,47,1,1,9,1,412,1,0,2562,8224,580,0,9066552.2
43500,38,0,0,2,7,414,0,0,9950,2629,705,0,3694640.4
105851,4,0,0,2,9,430,0,0,342,8276,953,1,8621912
3038,86,1,1,2,5,431,1,0,4865,2447,808,1,398355.1
-1114,73,0,1,8,4,423,1,1,3651,2332,745,0,1428141.3
32115,82,0,1,6,7,401,1,0,9880,5583,831,1,4341769.1
48161,6,0,1,4,3,419,0,1,5391,5832,251,0,7505819.9
78106,9,0,0,8,6,415,1,1,1581,9560,510,0,6474788.5
3249,48,1,1,4,8,423,0,1,3132,6333,480,1,2555163.3
122131,46,0,0,9,4,407,0,0,2471,9824,213,1,9297047.7
-1628,77,0,1,6,1,410,1,1,380,3003,647,0,2717313
-4440,71,0,0,8,4,400,0,0,8238,4493,957,0,1634324
32874,78,0,1,1,7,421,0,0,7912,9276,240,0,2962411.1
35527,69,1,1,1,7,406,1,0,379,3121,407,1,693986.6
-5129,39,1,1,10,5,429,1,1,2289,401,505,0,1638521.9
104106,40,1,1,3,1,431,1,0,3056,8928,292,1,8555234.1
-16764,16,1,1,7,5,420,1,0,2578,4996,490,0,190783
34259,63,0,0,2,3,412,0,0,9576,3327,779,0,5433936.2
71291,22,1,0,6,2,427,0,1,4944,3988,360,0,5503799.7
8033,11,0,0,6,4,423,0,0,5840,8571,203,0,1555821.3
63159,25,1,0,2,10,418,0,0,1708,387,313,1,5894427.8
76462,26,0,0,3,7,405,0,0,6853,2553,647,0,7530165.5
105434,37,1,1,8,8,409,1,1,6327,2299,667,0,9090669.9
39253,13,1,1,7,5,405,0,1,8550,1882,272,0,4919199.5
-16049,87,0,1,9,5,406,0,0,8798,1538,440,1,558369.6
6651,84,0,0,8,6,400,0,0,8498,6782,263,1,229172
60816,98,1,0,6,10,431,1,0,8272,2080,822,1,5513804.1
64800,59,0,1,7,8,415,1,0,9349,5402,765,0,6904810.5
43448,98,0,1,1,8,425,0,1,5802,1095,740,1,6597608.5
104601,54,1,1,9,7,431,0,1,8752,7152,987,0,7651735.1
21856,39,0,1,5,4,430,1,0,2828,4709,439,0,2774041
101647,12,0,1,3,2,415,1,0,1630,853,946,0,8293339.5
8112,2,0,0,8,7,401,0,1,6134,5690,751,0,793551.1
52694,71,1,0,4,3,430,1,0,4352,5931,165,1,7665959
55639,21,1,0,3,2,416,0,1,1841,6899,679,1,6197708.6
33158,77,1,1,6,2,400,1,0,8142,7498,517,1,6192313
94294,80,1,1,6,10,408,0,0,5135,1755,551,0,9629903.8
53058,53,1,0,10,4,414,1,1,9918,2871,430,0,4217052.4
57101,47,0,0,6,9,411,1,1,6305,5609,930,1,7382612.1
1381,59,1,1,1,9,431,1,1,8468,9646,890,1,2784047.1
77251,63,1,1,6,8,414,0,1,3454,4675,511,1,8474975.4
26568,33,0,1,6,8,428,0,0,3104,4275,978,0,5133444.8
4610,63,0,1,3,5,427,0,0,567,9267,352,0,1439924.7
86592,55,1,1,9,6,412,0,1,4434,631,553,1,8396265.2
2257,54,1,1,6,1,428,0,0,3199,5389,215,1,520566.8
2743,27,0,0,5,3,413,0,1,866,7957,177,0,2941520.3
41271,16,0,0,3,2,423,0,1,3513,1392,563,1,2324503.3
71274,63,0,0,1,9,413,1,1,8091,1333,678,0,8215500.3
28005,77,1,1,4,2,427,1,1,5734,9648,942,0,1650622.7
28752,26,0,1,10,10,403,1,1,2822,9867,357,1,3631024.3
82507,99,0,0,7,8,419,1,0,2529,2572,253,1,6840640.9
20026,96,1,0,6,4,407,0,0,1344,1939,769,1,4052522.7
9251,3,0,1,10,3,406,1,0,4330,4183,317,1,952050.6
29075,80,1,1,7,1,415,1,1,7835,6684,307,0,2021327.5
36611,97,0,1,8,10,414,1,0,6044,9099,675,1,3186350.4
50737,7,1,1,5,7,404,0,1,1003,2398,385,1,3946165.4
69707,26,0,1,4,7,426,0,0,6642,3604,992,0,4258191.6
1081,41,1,0,1,9,411,0,1,6044,1986,804,1,2302445.1
11249,52,1,1,7,7,427,1,0,1214,173,387,0,3637736.7
47330,36,1,0,2,5,431,0,0,8074,2048,729,1,7461430.1
33196,40,1,1,1,5,416,1,1,8432,2811,324,1,4191936.6
60952,60,1,0,3,3,413,0,1,8615,7957,752,1,7967880.3
-11670,7,0,0,4,1,429,1,1,7278,4702,861,1,616891.9
28396,95,0,1,9,2,431,1,0,4624,7001,181,0,5066402.1
-11005,96,0,0,1,1,421,0,0,8415,4812,301,0,1697483.1
5572,25,0,0,2,10,428,0,0,7602,6565,728,1,2201323.8
60088,82,1,0,4,7,412,0,0,5024,4287,948,1,8987070.2
104499,55,0,1,8,4,425,1,1,7126,5012,974,1,7900996.5
88664,48,1,1,9,2,414,0,0,1204,8354,977,0,9297472.4
86980,89,1,1,9,5,420,0,0,7150,3904,496,1,9738363
47171,76,0,0,2,5,420,0,1,1627,996,639,0,5875981
48991,87,1,1,5,4,430,0,1,7636,6007,847,0,5369695
54828,18,0,1,7,1,423,0,0,5777,1486,774,1,3300978.3
46848,33,0,0,1,2,431,1,1,9083,3231,639,0,4247458.1
102493,38,1,1,5,9,414,1,0,8222,3672,684,1,9439785.4
33964,98,1,0,8,1,418,1,0,1922,9714,387,0,1744561.8
30261,54,0,1,9,8,402,1,0,2320,6673,540,1,2050714.2
47659,69,1,0,3,1,411,1,1,441,771,905,0,5585288.1
33217,4,0,1,2,6,405,0,0,3723,2769,524,0,3492788.5
120122,60,1,0,5,3,401,1,1,7753,8442,760,1,9794464.1
28813,35,0,1,9,4,428,1,1,2018,3666,421,1,2635559.8
116777,23,1,1,3,5,407,1,0,2845,4920,909,0,9157101.7
79489,33,1,1,7,9,403,0,1,5077,8404,144,1,9317741.3
60557,78,0,0,3,1,413,0,0,7391,1085,907,0,7828401.3
-5897,24,1,1,1,6,423,0,0,8299,9128,246,0,394027.3
37326,87,0,0,9,4,404,1,0,7986,8597,757,1,6405309.4
13589,100,0,1,10,7,406,1,0,8414,8927,596,0,2659980.6
31417,1,0,1,6,1,416,1,0,3856,2412,470,1,994976.6
72153,45,1,0,5,4,424,1,1,1709,1714,691,1,6861756.4
706,99,1,0,1,7,421,1,0,2023,7689,929,1,1796189.1
69335,43,0,0,8,5,413,1,0,937,2463,831,1,8342685.3
74140,92,0,0,5,6,417,0,0,5073,7667,693,1,6634006.7
61499,85,0,1,8,4,410,1,1,2341,2771,734,1,5942766
22656,3,1,1,8,7,405,0,0,2558,3309,609,0,2506130.5
8529,69,1,0,9,6,407,1,1,7112,1654,202,1,2445795.7
49734,90,0,1,5,6,430,1,1,4171,3638,125,0,6455071
68580,32,0,1,4,6,421,1,0,5244,6754,932,0,3915258.1
39040,40,1,0,9,4,423,0,1,8500,2426,707,1,6596228.3
37744,54,1,1,2,5,400,0,1,7185,8626,764,1,2288176
22020,16,1,1,5,8,408,1,1,6923,5570,414,1,363918.8
27019,61,1,1,7,7,424,0,0,9906,6760,769,1,4199195.4
75343,80,0,1,10,7,412,0,0,49,937,794,1,7252778.2
36794,36,1,1,3,5,411,1,1,4148,6383,590,0,1376329.1
41800,62,0,1,5,6,420,1,1,8253,9833,749,0,3158408
3429,4,0,1,4,10,426,0,0,5855,1050,265,1,2104487.6
59480,87,0,1,10,9,420,0,1,7184,88,846,0,5574713
66509,52,0,1,7,1,427,0,0,3441,7750,359,0,5783464.7
33512,59,1,0,5,10,418,1,0,6824,1510,146,1,3058364.8
65760,92,0,0,9,4,400,1,0,2567,9191,992,1,NA
18308,65,0,1,8,6,422,0,1,3974,5726,762,0,560359.2
1479,68,0,0,9,5,415,0,0,9968,4349,395,0,2114088.5
67855,76,1,0,6,9,424,0,1,4005,7010,982,1,7580464.4
117563,36,0,0,4,1,412,0,0,9090,2432,351,0,9873352.2
41726,51,0,1,5,5,409,0,0,9077,651,706,1,2274785.9
103900,38,0,1,7,7,431,0,1,2887,5743,178,0,7631297.1
82833,37,0,1,2,2,408,0,0,161,8991,567,0,5571700.8
72503,20,1,0,7,2,417,1,1,8138,5238,902,1,5324888.7
32234,6,1,1,10,4,402,1,1,8163,6252,377,0,1824739.2
25568,51,1,1,6,1,413,1,0,5275,4395,596,1,3865010.3
50255,70,1,1,9,4,400,0,1,207,6945,334,1,7747748
45099,56,1,1,8,10,430,1,1,847,8138,184,1,6664457
69744,65,0,1,10,3,427,1,1,3809,7413,775,0,4022874.7
89368,77,1,0,3,3,425,0,0,5268,7017,302,1,8643680.5
73879,99,1,1,10,7,431,1,0,2792,7243,146,1,5867655.1
33839,17,1,0,10,7,404,1,0,8626,5343,481,0,4786040.4
21509,4,1,0,1,10,416,1,0,8205,7911,502,1,5071084.6
63213,93,1,0,2,9,415,1,1,7512,7659,308,1,8331439.5
58111,7,1,0,8,2,406,1,1,3372,7603,896,1,7964369.6
5489,2,1,1,2,8,403,1,1,7599,4489,838,1,3305549.3
43109,98,0,1,8,8,426,1,0,2287,8181,426,1,6501809.6
54843,64,0,1,5,1,428,1,1,2063,9455,705,0,5087258.8
67349,15,0,0,4,3,412,0,0,5358,5636,962,0,6638720.2
44764,2,1,0,4,4,420,1,1,251,3567,918,1,3430728
37543,8,0,1,5,7,429,1,0,9275,4841,152,0,3651244.9
22364,49,0,0,6,7,422,0,1,3581,4275,730,1,1207916.2
92950,80,0,1,5,5,431,0,0,788,6935,274,0,7340329.1
77403,97,0,0,10,8,427,0,0,7979,5039,510,0,6079496.7
64607,47,0,0,10,6,421,1,0,141,839,263,0,6802989.1
24574,3,0,1,6,6,401,0,0,7047,8777,879,1,2898953.1
100313,29,0,0,4,2,416,0,1,8790,1294,562,1,7534445.6
50039,81,1,1,4,10,420,0,1,1104,3332,978,1,4310671
4812,72,1,1,7,4,421,1,1,1491,790,391,0,1020597.1
92848,26,1,1,9,2,423,1,1,1480,6206,630,0,8513913.3
6558,79,1,1,1,9,400,1,0,7485,2259,903,0,1638670
36056,20,1,0,2,7,414,1,1,1063,1542,456,0,756764.4
64542,30,1,1,9,10,431,0,0,5941,5641,445,0,4583032.1
-3116,69,0,1,5,4,407,0,0,5269,2445,652,0,2564288.7
43617,60,1,1,6,1,400,0,1,3750,8103,997,0,1582527
16161,64,0,0,2,10,413,1,1,2214,3509,471,0,2275756.3
52009,66,0,1,4,4,405,0,1,2411,2709,766,1,5010998.5
3712,91,0,0,1,9,400,0,0,9496,1134,262,1,1740281
39230,43,1,1,6,1,422,0,1,9325,6508,856,1,4734429.2
93236,30,1,1,8,10,423,1,1,9428,806,468,1,9172881.3
-18158,71,0,0,7,3,420,0,1,8609,3736,740,1,74252
55626,8,0,0,10,8,405,1,1,8449,434,405,0,2797847.5
115764,14,1,1,1,3,422,1,0,8002,9179,521,1,9069445.2
108618,88,0,0,7,6,401,1,1,5914,6048,742,0,7878473.1
72796,56,0,1,8,9,421,0,1,9912,8775,709,1,7280439.1
45586,99,0,0,2,5,409,1,0,8291,6323,243,0,7391147.9
66585,27,1,0,8,4,418,0,1,2390,2590,516,0,9226065.8
51480,24,0,1,7,10,408,1,0,7585,6763,446,0,5494411.8
18467,87,0,1,4,6,430,0,1,3974,7211,837,1,990552
81143,58,0,0,7,2,412,1,0,8701,2390,872,0,9951800.2
102558,95,0,0,8,8,401,0,1,3313,1245,602,0,8287639.1
48621,69,0,1,7,10,419,0,1,7427,5864,207,1,6141452.9
37497,22,1,0,8,10,423,0,1,7644,1296,196,1,6678899.3
31211,84,1,1,10,1,431,0,1,4630,8988,409,1,1978538.1
67526,54,1,0,6,5,426,0,1,5497,6167,872,1,7424829.6
60608,47,0,1,5,4,410,1,1,5652,5787,225,0,8040769
15751,85,1,1,4,5,418,1,1,2183,3447,119,0,1659757.8
38383,4,0,0,4,5,424,1,1,9497,799,136,0,3718311.4
87932,20,0,1,4,8,405,0,1,1460,1839,601,0,8399014.5
72209,92,0,0,9,8,412,0,0,9413,9619,425,1,5939275.2
10447,33,1,0,4,6,428,0,0,923,3004,544,0,1191250.8
43245,91,1,1,6,3,406,1,1,1750,2078,294,1,4317950.6
61417,62,0,1,5,3,420,0,0,8833,6406,180,0,5308875
16896,25,0,0,5,7,415,0,1,3861,6949,599,0,4116694.5
88810,36,1,1,4,10,405,1,1,8802,7007,249,0,6407296.5
124675,93,0,0,4,9,411,0,0,8762,8362,876,0,9838800.1
45895,22,0,1,7,1,429,0,1,7546,3371,395,0,4130642.9
-2037,60,1,0,6,10,410,1,1,3582,345,518,1,1988451
85678,21,0,1,3,5,400,1,1,3988,547,960,0,9863261
32588,10,0,1,7,3,400,1,0,1856,2969,713,0,3308068
114921,8,1,0,2,10,412,0,0,3076,8335,856,1,8714830.2
16674,78,1,0,4,5,417,1,1,6510,4644,682,1,3142605.7
95847,13,0,0,8,1,414,0,0,8133,5284,213,0,9463275.4
57879,30,1,0,4,5,427,0,1,5808,1954,198,0,7885033.7
7728,36,1,1,3,5,427,1,1,6653,2988,114,0,285402.7
90157,60,1,0,1,6,422,0,0,9969,5786,874,0,8707681.2
30132,23,0,0,5,6,412,1,0,6472,6235,800,0,5058512.2
89405,93,0,0,9,10,404,1,1,3353,2673,207,0,9025281.4
-20742,1,0,1,10,1,407,1,1,4110,3162,737,1,105739.7
70014,53,1,1,2,7,406,0,0,5606,4576,759,1,7911960.6
51100,87,1,0,8,7,420,0,0,1811,6776,424,0,6846709
77541,81,1,1,9,10,417,1,1,744,5486,399,0,9866707.7
-11371,77,0,0,7,5,405,0,0,8050,2871,296,1,494065.5
3299,51,1,0,2,4,414,0,1,844,6617,904,1,2993396.4
-2891,19,0,1,2,4,430,0,1,5710,907,302,1,1693690
-14505,46,1,1,9,9,415,1,0,1667,3833,609,1,784516.5
76172,68,1,0,2,2,405,1,0,644,6124,676,0,7141075.5
19083,26,0,1,6,10,407,1,1,3683,4667,770,0,4530621.7
79314,43,0,0,4,3,414,0,0,5622,1788,890,0,6557760.4
48582,28,0,0,5,7,425,0,1,2529,7920,238,0,5594909.5
51337,46,0,1,5,3,411,0,1,1994,904,601,1,7940419.1
54120,91,0,0,7,4,430,1,0,7696,6450,417,0,7287180
84863,61,1,1,7,7,404,1,1,5604,3492,490,1,9044477.4
85152,21,1,1,9,10,430,1,1,5689,9188,518,1,5785132
104178,52,1,0,10,10,412,1,1,1768,9928,430,0,7713855.2
25194,36,0,0,10,2,408,1,0,3260,8170,480,1,1575961.8
64460,62,1,0,1,7,420,1,1,4515,3217,515,1,5379297
53081,20,0,1,6,2,411,1,0,4415,8261,914,1,3515398.1
41715,97,0,0,10,8,400,1,1,5579,8515,332,0,3278723
69130,99,0,0,6,7,420,1,0,7210,9739,782,1,6028617
15383,22,0,0,9,3,424,0,1,449,5255,162,1,4106731.4
31920,21,0,0,9,8,425,1,1,1185,4610,446,1,1462577.5
61226,26,1,1,8,9,420,0,0,5971,3016,945,0,7966719
49706,37,0,1,2,4,413,0,1,8612,5822,477,1,6986464.3
36722,2,0,1,7,4,410,0,1,516,1845,431,1,2278508
75202,60,0,0,8,4,426,1,0,2295,1439,437,1,5107385.6
41027,100,1,0,3,1,411,1,0,4006,765,147,1,4737050.1
59839,84,1,0,4,1,424,0,1,7960,8596,331,1,3411660.4
62797,56,1,0,8,7,404,1,1,9920,1640,469,1,8315777.4
28284,25,0,1,4,1,402,1,0,4833,5465,462,0,3161366.2
53468,46,0,0,9,7,408,0,0,6143,6505,161,0,6279209.8
66182,72,0,1,7,5,430,0,0,407,79,639,0,6404090
25049,6,1,1,2,2,413,0,1,1813,354,916,0,4657996.3
51086,68,1,1,6,9,419,1,1,2945,4176,899,1,7396303.9
13205,64,1,0,7,7,400,0,1,6461,2859,138,0,2027294
18243,62,1,0,10,7,414,0,1,7859,3320,257,1,1397942.4
45051,78,0,1,8,10,408,1,1,7490,7791,415,0,3898426.8
107401,28,1,1,9,2,426,1,1,8609,3586,697,0,9022533.6
35765,8,1,0,7,1,412,0,1,8207,9981,218,0,6495345.2
21885,13,0,0,3,6,416,0,1,9584,4409,636,1,3476698.6
30327,19,0,0,4,1,413,0,0,2706,4593,648,1,2318776.3
32760,87,0,0,10,5,429,0,1,9665,4839,929,1,1122248.9
120596,22,1,0,8,10,400,1,1,5252,4489,537,0,9533000
66632,74,1,1,8,8,405,1,0,7881,8141,711,1,5796496.5
22653,64,1,1,10,2,403,0,0,6517,8852,298,1,4366538.3
47023,42,1,1,5,3,401,1,0,5326,780,600,1,2363386.1
42979,79,0,0,4,9,407,0,1,9961,3122,831,0,5881679.7
110572,20,0,1,10,8,417,1,1,4407,2771,684,1,9790445.7
50305,96,1,1,8,2,425,0,0,4405,143,159,1,7154589.5
58083,78,1,0,2,8,415,0,1,8312,1745,685,1,4463078.5
116774,75,1,0,8,3,430,0,0,6379,653,595,1,9098966
70599,3,1,1,4,5,423,1,1,1975,7979,225,1,6500624.3
34455,27,1,0,10,1,406,0,0,3632,8941,377,1,5501546.6
